tie;ajorata;kaista;osa;aet;let;tietyyppi;s_tietyyppi;katyyppi;s_katyyppi
42386;0;21;1;0;113;3;katu;1;pääkaista
42387;0;11;1;0;102;3;katu;1;pääkaista
42387;0;21;1;0;102;3;katu;1;pääkaista
42388;0;11;1;0;125;3;katu;1;pääkaista
42388;0;21;1;0;125;3;katu;1;pääkaista
42389;0;11;1;0;665;3;katu;1;pääkaista
42389;0;21;1;0;665;3;katu;1;pääkaista
42390;0;11;1;0;236;3;katu;1;pääkaista
42390;0;21;1;0;236;3;katu;1;pääkaista
42391;0;11;1;0;666;3;katu;1;pääkaista
42391;0;21;1;0;666;3;katu;1;pääkaista
42392;0;11;1;0;115;3;katu;1;pääkaista
42392;0;21;1;0;115;3;katu;1;pääkaista
42393;0;11;1;0;237;3;katu;1;pääkaista
42393;0;21;1;0;237;3;katu;1;pääkaista
42394;0;11;1;0;112;3;katu;1;pääkaista
42394;0;21;1;0;112;3;katu;1;pääkaista
42395;0;11;1;0;902;3;katu;1;pääkaista
42395;0;21;1;0;902;3;katu;1;pääkaista
42400;0;11;1;0;2017;3;katu;1;pääkaista
42400;0;21;1;0;2017;3;katu;1;pääkaista
42401;0;11;1;0;180;3;katu;1;pääkaista
42401;0;21;1;0;180;3;katu;1;pääkaista
42402;0;11;1;0;1211;3;katu;1;pääkaista
42402;0;21;1;0;1211;3;katu;1;pääkaista
42403;0;11;1;0;1762;3;katu;1;pääkaista
42403;0;21;1;0;1762;3;katu;1;pääkaista
42404;0;11;1;0;99;3;katu;1;pääkaista
42404;0;21;1;0;99;3;katu;1;pääkaista
42405;0;11;1;0;86;3;katu;1;pääkaista
42405;0;21;1;0;86;3;katu;1;pääkaista
42406;0;11;1;0;223;3;katu;1;pääkaista
42406;0;21;1;0;223;3;katu;1;pääkaista
42407;0;11;1;0;348;3;katu;1;pääkaista
42407;0;21;1;0;348;3;katu;1;pääkaista
42408;0;11;1;0;188;3;katu;1;pääkaista
42408;0;21;1;0;188;3;katu;1;pääkaista
42409;0;11;1;0;940;3;katu;1;pääkaista
42409;0;21;1;0;940;3;katu;1;pääkaista
42410;0;11;1;0;217;3;katu;1;pääkaista
42410;0;21;1;0;217;3;katu;1;pääkaista
42411;0;11;1;0;159;3;katu;1;pääkaista
42411;0;21;1;0;159;3;katu;1;pääkaista
42412;0;11;1;0;14;3;katu;1;pääkaista
42412;0;11;1;14;331;3;katu;1;pääkaista
42412;0;21;1;0;14;3;katu;1;pääkaista
42412;0;21;1;14;331;3;katu;1;pääkaista
42413;0;11;1;0;588;3;katu;1;pääkaista
42413;0;21;1;0;588;3;katu;1;pääkaista
42414;0;11;1;0;147;3;katu;1;pääkaista
42414;0;21;1;0;147;3;katu;1;pääkaista
42415;0;11;1;0;108;3;katu;1;pääkaista
42415;0;21;1;0;108;3;katu;1;pääkaista
42416;0;11;1;0;265;3;katu;1;pääkaista
42416;0;21;1;0;265;3;katu;1;pääkaista
42417;0;11;1;0;110;3;katu;1;pääkaista
42417;0;21;1;0;110;3;katu;1;pääkaista
42418;0;11;1;0;175;3;katu;1;pääkaista
42418;0;21;1;0;175;3;katu;1;pääkaista
42419;0;11;1;0;481;3;katu;1;pääkaista
42419;0;21;1;0;481;3;katu;1;pääkaista
42420;0;11;1;0;263;3;katu;1;pääkaista
42420;0;21;1;0;263;3;katu;1;pääkaista
42421;0;11;1;0;59;3;katu;1;pääkaista
42421;0;21;1;0;59;3;katu;1;pääkaista
42422;0;11;1;0;107;3;katu;1;pääkaista
42422;0;21;1;0;107;3;katu;1;pääkaista
42423;0;11;1;0;106;3;katu;1;pääkaista
42423;0;21;1;0;106;3;katu;1;pääkaista
42424;0;11;1;0;954;3;katu;1;pääkaista
42424;0;21;1;0;954;3;katu;1;pääkaista
42425;0;11;1;0;821;3;katu;1;pääkaista
42425;0;21;1;0;821;3;katu;1;pääkaista
42426;0;11;1;0;1014;3;katu;1;pääkaista
42426;0;21;1;0;1014;3;katu;1;pääkaista
42427;0;11;1;0;702;3;katu;1;pääkaista
42427;0;21;1;0;702;3;katu;1;pääkaista
42428;0;11;1;0;398;3;katu;1;pääkaista
42428;0;21;1;0;398;3;katu;1;pääkaista
42429;0;11;1;0;495;3;katu;1;pääkaista
42429;0;21;1;0;495;3;katu;1;pääkaista
42430;0;11;1;0;236;3;katu;1;pääkaista
42430;0;21;1;0;236;3;katu;1;pääkaista
42431;0;11;1;0;31;3;katu;1;pääkaista
42431;0;21;1;0;31;3;katu;1;pääkaista
42432;0;11;1;0;70;3;katu;1;pääkaista
42432;0;11;1;70;227;3;katu;1;pääkaista
42432;0;21;1;0;70;3;katu;1;pääkaista
42432;0;21;1;70;227;3;katu;1;pääkaista
42433;0;11;1;0;33;3;katu;1;pääkaista
42433;0;21;1;0;33;3;katu;1;pääkaista
42434;0;11;1;0;185;3;katu;1;pääkaista
42434;0;21;1;0;185;3;katu;1;pääkaista
42435;0;11;1;0;144;3;katu;1;pääkaista
42435;0;21;1;0;144;3;katu;1;pääkaista
42436;0;11;1;0;269;3;katu;1;pääkaista
42436;0;21;1;0;269;3;katu;1;pääkaista
42437;0;11;1;0;139;3;katu;1;pääkaista
42437;0;11;1;139;289;3;katu;1;pääkaista
42437;0;21;1;0;139;3;katu;1;pääkaista
42437;0;21;1;139;289;3;katu;1;pääkaista
42438;0;11;1;0;203;3;katu;1;pääkaista
42438;0;11;1;203;582;3;katu;1;pääkaista
42438;0;21;1;0;203;3;katu;1;pääkaista
42438;0;21;1;203;582;3;katu;1;pääkaista
42439;0;11;1;0;388;3;katu;1;pääkaista
42439;0;21;1;0;388;3;katu;1;pääkaista
42440;0;11;1;0;83;3;katu;1;pääkaista
42440;0;21;1;0;83;3;katu;1;pääkaista
42441;0;11;1;0;320;3;katu;1;pääkaista
42441;0;21;1;0;320;3;katu;1;pääkaista
42442;0;11;1;0;341;3;katu;1;pääkaista
42442;0;21;1;0;341;3;katu;1;pääkaista
42443;0;11;1;0;33;3;katu;1;pääkaista
42443;0;21;1;0;33;3;katu;1;pääkaista
42444;0;11;1;0;392;3;katu;1;pääkaista
42444;0;21;1;0;392;3;katu;1;pääkaista
42445;0;11;1;0;523;3;katu;1;pääkaista
42445;0;21;1;0;523;3;katu;1;pääkaista
42446;0;11;1;0;223;3;katu;1;pääkaista
42446;0;21;1;0;223;3;katu;1;pääkaista
42447;0;11;1;0;147;3;katu;1;pääkaista
42447;0;21;1;0;147;3;katu;1;pääkaista
42448;0;11;1;0;171;3;katu;1;pääkaista
42448;0;21;1;0;171;3;katu;1;pääkaista
42449;0;11;1;0;497;3;katu;1;pääkaista
42449;0;21;1;0;497;3;katu;1;pääkaista
42450;0;11;1;0;843;3;katu;1;pääkaista
42450;0;21;1;0;843;3;katu;1;pääkaista
42451;0;11;1;0;565;3;katu;1;pääkaista
42451;0;21;1;0;565;3;katu;1;pääkaista
42452;0;11;1;0;273;3;katu;1;pääkaista
42452;0;21;1;0;273;3;katu;1;pääkaista
42453;0;11;1;0;152;3;katu;1;pääkaista
42453;0;21;1;0;152;3;katu;1;pääkaista
42454;0;11;1;0;360;3;katu;1;pääkaista
42454;0;21;1;0;360;3;katu;1;pääkaista
42455;0;11;1;0;34;3;katu;1;pääkaista
42455;0;21;1;0;34;3;katu;1;pääkaista
42456;0;11;1;0;603;3;katu;1;pääkaista
42456;0;21;1;0;603;3;katu;1;pääkaista
42457;0;11;1;0;388;3;katu;1;pääkaista
42457;0;21;1;0;388;3;katu;1;pääkaista
42458;0;11;1;0;274;3;katu;1;pääkaista
42458;0;21;1;0;274;3;katu;1;pääkaista
42459;0;11;1;0;382;3;katu;1;pääkaista
42459;0;21;1;0;382;3;katu;1;pääkaista
42460;0;11;1;0;66;3;katu;1;pääkaista
42460;0;21;1;0;66;3;katu;1;pääkaista
42461;0;11;1;0;92;3;katu;1;pääkaista
42461;0;21;1;0;92;3;katu;1;pääkaista
42462;0;11;1;0;395;3;katu;1;pääkaista
42462;0;21;1;0;395;3;katu;1;pääkaista
42463;0;11;1;0;181;3;katu;1;pääkaista
42463;0;21;1;0;181;3;katu;1;pääkaista
42464;0;11;1;0;203;3;katu;1;pääkaista
42464;0;21;1;0;203;3;katu;1;pääkaista
42465;0;11;1;0;595;3;katu;1;pääkaista
42465;0;21;1;0;595;3;katu;1;pääkaista
42466;0;11;1;0;148;3;katu;1;pääkaista
42466;0;21;1;0;148;3;katu;1;pääkaista
42467;0;11;1;0;72;3;katu;1;pääkaista
42467;0;11;1;72;112;3;katu;1;pääkaista
42467;0;21;1;0;72;3;katu;1;pääkaista
42467;0;21;1;72;112;3;katu;1;pääkaista
42468;0;11;1;0;289;3;katu;1;pääkaista
42468;0;21;1;0;289;3;katu;1;pääkaista
42469;0;11;1;0;68;3;katu;1;pääkaista
42469;0;21;1;0;68;3;katu;1;pääkaista
42470;0;11;1;0;112;3;katu;1;pääkaista
42470;0;21;1;0;112;3;katu;1;pääkaista
42471;0;11;1;0;149;3;katu;1;pääkaista
42471;0;21;1;0;149;3;katu;1;pääkaista
42472;0;11;1;0;84;3;katu;1;pääkaista
42472;0;21;1;0;84;3;katu;1;pääkaista
42473;0;11;1;0;392;3;katu;1;pääkaista
42473;0;21;1;0;392;3;katu;1;pääkaista
42474;0;11;1;0;137;3;katu;1;pääkaista
42474;0;11;1;137;164;3;katu;1;pääkaista
42474;0;21;1;0;137;3;katu;1;pääkaista
42474;0;21;1;137;164;3;katu;1;pääkaista
42475;0;11;1;0;150;3;katu;1;pääkaista
42475;0;21;1;0;150;3;katu;1;pääkaista
42476;0;11;1;0;356;3;katu;1;pääkaista
42476;0;21;1;0;356;3;katu;1;pääkaista
42477;0;11;1;0;335;3;katu;1;pääkaista
42477;0;21;1;0;335;3;katu;1;pääkaista
42478;0;11;1;0;213;3;katu;1;pääkaista
42478;0;21;1;0;213;3;katu;1;pääkaista
42479;0;11;1;0;990;3;katu;1;pääkaista
42479;0;11;1;990;1181;3;katu;1;pääkaista
42479;0;11;1;1181;1626;3;katu;1;pääkaista
42479;0;21;1;0;990;3;katu;1;pääkaista
42479;0;21;1;990;1181;3;katu;1;pääkaista
42479;0;21;1;1181;1626;3;katu;1;pääkaista
42480;0;11;1;0;247;3;katu;1;pääkaista
42480;0;21;1;0;247;3;katu;1;pääkaista
42481;0;11;1;0;785;3;katu;1;pääkaista
42481;0;21;1;0;785;3;katu;1;pääkaista
42482;0;11;1;0;492;3;katu;1;pääkaista
42482;0;21;1;0;492;3;katu;1;pääkaista
42483;0;11;1;0;144;3;katu;1;pääkaista
42483;0;21;1;0;144;3;katu;1;pääkaista
42484;0;11;1;0;127;3;katu;1;pääkaista
42484;0;21;1;0;127;3;katu;1;pääkaista
42485;0;11;1;0;292;3;katu;1;pääkaista
42485;0;21;1;0;292;3;katu;1;pääkaista
42486;0;11;1;0;329;3;katu;1;pääkaista
42486;0;21;1;0;329;3;katu;1;pääkaista
42487;0;11;1;0;277;3;katu;1;pääkaista
42487;0;21;1;0;277;3;katu;1;pääkaista
42488;0;11;1;0;197;3;katu;1;pääkaista
42488;0;21;1;0;197;3;katu;1;pääkaista
42489;0;11;1;0;83;3;katu;1;pääkaista
42489;0;21;1;0;83;3;katu;1;pääkaista
42490;0;11;1;0;352;3;katu;1;pääkaista
42490;0;21;1;0;352;3;katu;1;pääkaista
42491;0;11;1;0;290;3;katu;1;pääkaista
42491;0;21;1;0;290;3;katu;1;pääkaista
42492;0;11;1;0;98;3;katu;1;pääkaista
42492;0;21;1;0;98;3;katu;1;pääkaista
42493;0;11;1;0;944;3;katu;1;pääkaista
42493;0;21;1;0;944;3;katu;1;pääkaista
42494;0;11;1;0;944;3;katu;1;pääkaista
42494;0;21;1;0;944;3;katu;1;pääkaista
42495;0;11;1;0;175;3;katu;1;pääkaista
42495;0;21;1;0;175;3;katu;1;pääkaista
42496;0;11;1;0;1125;3;katu;1;pääkaista
42496;0;21;1;0;1125;3;katu;1;pääkaista
42497;0;11;1;0;163;3;katu;1;pääkaista
42497;0;21;1;0;163;3;katu;1;pääkaista
42498;0;11;1;0;200;3;katu;1;pääkaista
42498;0;21;1;0;200;3;katu;1;pääkaista
42499;0;11;1;0;147;3;katu;1;pääkaista
42499;0;21;1;0;147;3;katu;1;pääkaista
42500;0;11;1;0;2280;3;katu;1;pääkaista
42500;0;21;1;0;2280;3;katu;1;pääkaista
42500;1;11;1;2280;2330;3;katu;1;pääkaista
42500;1;11;1;2330;3615;3;katu;1;pääkaista
42500;1;12;1;2330;3615;3;katu;2;ohitus
42500;2;21;1;2280;2330;3;katu;1;pääkaista
42500;2;21;1;2330;3615;3;katu;1;pääkaista
42500;2;22;1;2330;3615;3;katu;2;ohitus
42500;0;11;2;62;100;3;katu;1;pääkaista
42500;0;11;2;100;336;3;katu;1;pääkaista
42500;0;11;2;336;347;3;katu;1;pääkaista
42500;0;11;2;347;418;3;katu;1;pääkaista
42500;0;12;2;62;100;3;katu;2;ohitus
42500;0;12;2;347;418;3;katu;2;ohitus
42500;0;21;2;62;100;3;katu;1;pääkaista
42500;0;21;2;100;336;3;katu;1;pääkaista
42500;0;21;2;336;347;3;katu;1;pääkaista
42500;0;21;2;347;418;3;katu;1;pääkaista
42500;0;22;2;62;100;3;katu;2;ohitus
42500;0;22;2;347;418;3;katu;2;ohitus
42500;1;11;2;0;62;3;katu;1;pääkaista
42500;1;11;2;418;921;3;katu;1;pääkaista
42500;1;12;2;0;62;3;katu;2;ohitus
42500;1;12;2;418;921;3;katu;2;ohitus
42500;2;21;2;0;62;3;katu;1;pääkaista
42500;2;21;2;418;921;3;katu;1;pääkaista
42500;2;22;2;0;62;3;katu;2;ohitus
42500;2;22;2;418;921;3;katu;2;ohitus
42500;0;11;3;1322;1652;3;katu;1;pääkaista
42500;0;21;3;1322;1652;3;katu;1;pääkaista
42500;1;11;3;0;1322;3;katu;1;pääkaista
42500;2;21;3;0;1322;3;katu;1;pääkaista
42501;0;11;1;0;1110;3;katu;1;pääkaista
42501;0;21;1;0;1110;3;katu;1;pääkaista
42502;0;11;1;0;586;3;katu;1;pääkaista
42502;0;21;1;0;586;3;katu;1;pääkaista
42506;0;11;1;667;700;3;katu;1;pääkaista
42506;0;11;1;700;1694;3;katu;1;pääkaista
42506;0;11;1;1694;2265;3;katu;1;pääkaista
42506;0;11;1;2265;3341;3;katu;1;pääkaista
42506;0;12;1;667;700;3;katu;2;ohitus
42506;0;21;1;667;700;3;katu;1;pääkaista
42506;0;21;1;700;1694;3;katu;1;pääkaista
42506;0;21;1;1694;2265;3;katu;1;pääkaista
42506;0;21;1;2265;3341;3;katu;1;pääkaista
42506;0;22;1;667;700;3;katu;2;ohitus
42506;1;11;1;0;667;3;katu;1;pääkaista
42506;1;12;1;0;667;3;katu;2;ohitus
42506;2;21;1;0;667;3;katu;1;pääkaista
42506;2;22;1;0;667;3;katu;2;ohitus
42507;0;11;1;0;341;3;katu;1;pääkaista
42507;0;11;1;341;1302;3;katu;1;pääkaista
42507;0;11;1;1302;1656;3;katu;1;pääkaista
42507;0;21;1;0;341;3;katu;1;pääkaista
42507;0;21;1;341;1302;3;katu;1;pääkaista
42507;0;21;1;1302;1656;3;katu;1;pääkaista
42507;1;11;1;1656;1824;3;katu;1;pääkaista
42507;2;21;1;1656;1824;3;katu;1;pääkaista
42508;0;11;1;0;1753;3;katu;1;pääkaista
42508;0;11;1;1753;2307;3;katu;1;pääkaista
42508;0;11;1;2307;2362;3;katu;1;pääkaista
42508;0;11;1;2587;3943;3;katu;1;pääkaista
42508;0;21;1;0;1753;3;katu;1;pääkaista
42508;0;21;1;1753;2307;3;katu;1;pääkaista
42508;0;21;1;2307;2362;3;katu;1;pääkaista
42508;0;21;1;2587;3943;3;katu;1;pääkaista
42508;1;11;1;2362;2373;3;katu;1;pääkaista
42508;1;11;1;2373;2414;3;katu;1;pääkaista
42508;1;11;1;2414;2587;3;katu;1;pääkaista
42508;2;21;1;2362;2373;3;katu;1;pääkaista
42508;2;21;1;2373;2414;3;katu;1;pääkaista
42508;2;21;1;2414;2587;3;katu;1;pääkaista
42509;0;11;1;0;971;3;katu;1;pääkaista
42509;0;21;1;0;971;3;katu;1;pääkaista
42510;0;11;1;0;480;3;katu;1;pääkaista
42510;0;21;1;0;480;3;katu;1;pääkaista
42511;0;11;1;0;537;3;katu;1;pääkaista
42511;0;11;1;537;920;3;katu;1;pääkaista
42511;0;21;1;0;537;3;katu;1;pääkaista
42511;0;21;1;537;920;3;katu;1;pääkaista
42512;0;11;1;0;1305;3;katu;1;pääkaista
42512;0;11;1;1660;3625;3;katu;1;pääkaista
42512;0;21;1;0;1305;3;katu;1;pääkaista
42512;0;21;1;1660;3625;3;katu;1;pääkaista
42512;1;11;1;1305;1660;3;katu;1;pääkaista
42512;1;12;1;1305;1660;3;katu;2;ohitus
42512;2;21;1;1305;1660;3;katu;1;pääkaista
42512;2;22;1;1305;1660;3;katu;2;ohitus
42513;0;11;1;0;483;3;katu;1;pääkaista
42513;0;11;1;483;728;3;katu;1;pääkaista
42513;0;21;1;0;483;3;katu;1;pääkaista
42513;0;21;1;483;728;3;katu;1;pääkaista
42515;0;11;1;0;246;3;katu;1;pääkaista
42515;0;21;1;0;246;3;katu;1;pääkaista
42516;0;11;1;0;689;3;katu;1;pääkaista
42516;0;21;1;0;689;3;katu;1;pääkaista
42517;0;11;1;0;183;3;katu;1;pääkaista
42517;0;21;1;0;183;3;katu;1;pääkaista
42518;0;11;1;0;743;3;katu;1;pääkaista
42518;0;21;1;0;743;3;katu;1;pääkaista
42519;0;11;1;0;1971;3;katu;1;pääkaista
42519;0;21;1;0;1971;3;katu;1;pääkaista
42520;0;11;1;0;1172;3;katu;1;pääkaista
42520;0;11;1;1172;1276;3;katu;1;pääkaista
42520;0;21;1;0;1172;3;katu;1;pääkaista
42520;0;21;1;1172;1276;3;katu;1;pääkaista
42521;0;11;1;0;111;3;katu;1;pääkaista
42521;0;21;1;0;111;3;katu;1;pääkaista
42522;0;11;1;0;180;3;katu;1;pääkaista
42522;0;11;1;180;917;3;katu;1;pääkaista
42522;0;21;1;0;180;3;katu;1;pääkaista
42522;0;21;1;180;917;3;katu;1;pääkaista
42523;0;11;1;0;181;3;katu;1;pääkaista
42523;0;21;1;0;181;3;katu;1;pääkaista
42524;0;11;1;0;191;3;katu;1;pääkaista
42524;0;21;1;0;191;3;katu;1;pääkaista
42525;0;11;1;0;72;3;katu;1;pääkaista
42525;0;21;1;0;72;3;katu;1;pääkaista
42526;0;11;1;0;34;3;katu;1;pääkaista
42526;0;21;1;0;34;3;katu;1;pääkaista
42527;0;11;1;0;312;3;katu;1;pääkaista
42527;0;21;1;0;312;3;katu;1;pääkaista
42528;0;11;1;0;1370;3;katu;1;pääkaista
42528;0;21;1;0;1370;3;katu;1;pääkaista
42529;0;11;1;0;648;3;katu;1;pääkaista
42529;0;21;1;0;648;3;katu;1;pääkaista
42530;0;11;1;0;811;3;katu;1;pääkaista
42530;0;11;1;811;829;3;katu;1;pääkaista
42530;0;11;1;829;1245;3;katu;1;pääkaista
42530;0;11;1;1245;1415;3;katu;1;pääkaista
42530;0;21;1;0;811;3;katu;1;pääkaista
42530;0;21;1;811;829;3;katu;1;pääkaista
42530;0;21;1;829;1245;3;katu;1;pääkaista
42530;0;21;1;1245;1415;3;katu;1;pääkaista
42531;0;11;1;0;290;3;katu;1;pääkaista
42531;0;21;1;0;290;3;katu;1;pääkaista
42532;0;11;1;0;295;3;katu;1;pääkaista
42532;0;21;1;0;295;3;katu;1;pääkaista
42533;0;11;1;0;665;3;katu;1;pääkaista
42533;0;21;1;0;665;3;katu;1;pääkaista
42534;0;11;1;0;417;3;katu;1;pääkaista
42534;0;21;1;0;417;3;katu;1;pääkaista
42535;0;11;1;0;347;3;katu;1;pääkaista
42535;0;11;1;580;1600;3;katu;1;pääkaista
42535;0;21;1;0;347;3;katu;1;pääkaista
42535;0;21;1;580;1600;3;katu;1;pääkaista
42535;1;11;1;347;370;3;katu;1;pääkaista
42535;1;11;1;370;580;3;katu;1;pääkaista
42535;1;12;1;370;580;3;katu;2;ohitus
42535;2;21;1;347;370;3;katu;1;pääkaista
42535;2;21;1;370;580;3;katu;1;pääkaista
42535;2;22;1;370;580;3;katu;2;ohitus
42536;0;11;1;0;1380;3;katu;1;pääkaista
42536;0;21;1;0;1380;3;katu;1;pääkaista
42537;0;11;1;0;1371;3;katu;1;pääkaista
42537;0;21;1;0;1371;3;katu;1;pääkaista
42538;0;11;1;0;737;3;katu;1;pääkaista
42538;0;21;1;0;737;3;katu;1;pääkaista
42539;0;11;1;0;504;3;katu;1;pääkaista
42539;0;21;1;0;504;3;katu;1;pääkaista
42540;0;11;1;0;645;3;katu;1;pääkaista
42540;0;11;1;645;1079;3;katu;1;pääkaista
42540;0;21;1;0;645;3;katu;1;pääkaista
42540;0;21;1;645;1079;3;katu;1;pääkaista
42541;0;11;1;0;835;3;katu;1;pääkaista
42541;0;21;1;0;835;3;katu;1;pääkaista
42542;0;11;1;0;132;3;katu;1;pääkaista
42542;0;21;1;0;132;3;katu;1;pääkaista
42543;0;11;1;0;118;3;katu;1;pääkaista
42543;0;21;1;0;118;3;katu;1;pääkaista
42544;0;11;1;0;253;3;katu;1;pääkaista
42544;0;21;1;0;253;3;katu;1;pääkaista
42545;0;11;1;0;442;3;katu;1;pääkaista
42545;0;21;1;0;442;3;katu;1;pääkaista
42546;0;11;1;0;122;3;katu;1;pääkaista
42546;0;11;1;122;150;3;katu;1;pääkaista
42546;0;21;1;0;122;3;katu;1;pääkaista
42546;0;21;1;122;150;3;katu;1;pääkaista
42547;0;11;1;0;642;3;katu;1;pääkaista
42547;0;21;1;0;642;3;katu;1;pääkaista
42548;0;11;1;0;105;3;katu;1;pääkaista
42548;0;21;1;0;105;3;katu;1;pääkaista
42549;0;11;1;0;371;3;katu;1;pääkaista
42549;0;21;1;0;371;3;katu;1;pääkaista
42550;0;11;1;0;131;3;katu;1;pääkaista
42550;0;21;1;0;131;3;katu;1;pääkaista
42551;0;11;1;0;109;3;katu;1;pääkaista
42551;0;21;1;0;109;3;katu;1;pääkaista
42552;0;11;1;0;487;3;katu;1;pääkaista
42552;0;21;1;0;487;3;katu;1;pääkaista
42553;0;11;1;0;220;3;katu;1;pääkaista
42553;0;21;1;0;220;3;katu;1;pääkaista
42554;0;11;1;0;122;3;katu;1;pääkaista
42554;0;21;1;0;122;3;katu;1;pääkaista
42555;0;11;1;0;322;3;katu;1;pääkaista
42555;0;21;1;0;322;3;katu;1;pääkaista
42556;0;11;1;0;569;3;katu;1;pääkaista
42556;0;21;1;0;569;3;katu;1;pääkaista
42557;0;11;1;0;109;3;katu;1;pääkaista
42557;0;21;1;0;109;3;katu;1;pääkaista
42558;0;11;1;0;98;3;katu;1;pääkaista
42558;0;21;1;0;98;3;katu;1;pääkaista
42559;0;11;1;0;198;3;katu;1;pääkaista
42559;0;21;1;0;198;3;katu;1;pääkaista
42560;0;11;1;0;407;3;katu;1;pääkaista
42560;0;21;1;0;407;3;katu;1;pääkaista
42561;0;11;1;0;210;3;katu;1;pääkaista
42561;0;21;1;0;210;3;katu;1;pääkaista
42562;0;11;1;0;88;3;katu;1;pääkaista
42562;0;21;1;0;88;3;katu;1;pääkaista
42600;0;11;1;0;2115;3;katu;1;pääkaista
42600;0;11;1;2115;2706;3;katu;1;pääkaista
42600;0;21;1;0;2115;3;katu;1;pääkaista
42600;0;21;1;2115;2706;3;katu;1;pääkaista
42601;0;11;1;0;500;3;katu;1;pääkaista
42601;0;21;1;0;500;3;katu;1;pääkaista
42602;1;11;2;0;549;3;katu;1;pääkaista
42602;1;12;2;0;549;3;katu;2;ohitus
42602;2;21;2;0;549;3;katu;1;pääkaista
42602;2;22;2;0;549;3;katu;2;ohitus
42603;0;11;1;0;576;3;katu;1;pääkaista
42603;0;21;1;0;576;3;katu;1;pääkaista
42604;0;11;1;0;152;3;katu;1;pääkaista
42604;0;21;1;0;152;3;katu;1;pääkaista
42604;1;11;1;152;355;3;katu;1;pääkaista
42604;1;12;1;152;355;3;katu;2;ohitus
42604;2;21;1;152;355;3;katu;1;pääkaista
42604;2;22;1;152;355;3;katu;2;ohitus
42605;0;11;1;329;1033;3;katu;1;pääkaista
42605;0;21;1;329;1033;3;katu;1;pääkaista
42605;1;11;1;0;329;3;katu;1;pääkaista
42605;1;11;1;1033;1815;3;katu;1;pääkaista
42605;2;21;1;0;329;3;katu;1;pääkaista
42605;2;21;1;1033;1815;3;katu;1;pääkaista
42607;0;11;1;418;988;3;katu;1;pääkaista
42607;0;11;1;988;1328;3;katu;1;pääkaista
42607;0;11;1;1328;1587;3;katu;1;pääkaista
42607;0;11;1;1587;2733;3;katu;1;pääkaista
42607;0;11;1;2733;3073;3;katu;1;pääkaista
42607;0;11;1;3073;3093;3;katu;1;pääkaista
42607;0;21;1;418;988;3;katu;1;pääkaista
42607;0;21;1;988;1328;3;katu;1;pääkaista
42607;0;21;1;1328;1587;3;katu;1;pääkaista
42607;0;21;1;1587;2733;3;katu;1;pääkaista
42607;0;21;1;2733;3073;3;katu;1;pääkaista
42607;0;21;1;3073;3093;3;katu;1;pääkaista
42607;1;11;1;0;418;3;katu;1;pääkaista
42607;1;12;1;0;418;3;katu;2;ohitus
42607;2;21;1;0;418;3;katu;1;pääkaista
42607;2;22;1;0;418;3;katu;2;ohitus
42608;0;11;1;0;898;3;katu;1;pääkaista
42608;0;21;1;0;898;3;katu;1;pääkaista
42609;0;11;1;0;770;3;katu;1;pääkaista
42609;0;21;1;0;770;3;katu;1;pääkaista
42610;0;11;1;0;725;3;katu;1;pääkaista
42610;0;21;1;0;725;3;katu;1;pääkaista
42611;0;11;1;0;1112;3;katu;1;pääkaista
42611;0;21;1;0;1112;3;katu;1;pääkaista
42612;0;11;1;0;460;3;katu;1;pääkaista
42612;0;21;1;0;460;3;katu;1;pääkaista
42613;0;11;1;0;757;3;katu;1;pääkaista
42613;0;21;1;0;757;3;katu;1;pääkaista
42614;0;11;1;585;818;3;katu;1;pääkaista
42614;0;21;1;585;818;3;katu;1;pääkaista
42614;1;11;1;0;428;3;katu;1;pääkaista
42614;1;11;1;428;585;3;katu;1;pääkaista
42614;1;12;1;428;585;3;katu;2;ohitus
42614;2;21;1;0;428;3;katu;1;pääkaista
42614;2;21;1;428;585;3;katu;1;pääkaista
42614;2;22;1;428;585;3;katu;2;ohitus
42615;0;11;1;0;936;3;katu;1;pääkaista
42615;0;21;1;0;936;3;katu;1;pääkaista
42620;0;11;1;0;123;3;katu;1;pääkaista
42620;0;21;1;0;123;3;katu;1;pääkaista
42621;0;11;1;0;611;3;katu;1;pääkaista
42621;0;21;1;0;611;3;katu;1;pääkaista
42622;0;11;1;0;2992;3;katu;1;pääkaista
42622;0;11;1;2992;3042;3;katu;1;pääkaista
42622;0;21;1;0;2992;3;katu;1;pääkaista
42622;0;21;1;2992;3042;3;katu;1;pääkaista
42623;0;11;1;0;381;3;katu;1;pääkaista
42623;0;21;1;0;381;3;katu;1;pääkaista
42624;0;11;1;0;1746;3;katu;1;pääkaista
42624;0;21;1;0;1746;3;katu;1;pääkaista
42625;0;11;1;0;265;3;katu;1;pääkaista
42625;0;21;1;0;265;3;katu;1;pääkaista
42626;0;11;1;0;105;3;katu;1;pääkaista
42626;0;21;1;0;105;3;katu;1;pääkaista
42627;0;11;1;0;445;3;katu;1;pääkaista
42627;0;21;1;0;445;3;katu;1;pääkaista
42628;0;11;1;0;188;3;katu;1;pääkaista
42628;0;21;1;0;188;3;katu;1;pääkaista
42629;0;11;1;0;632;3;katu;1;pääkaista
42629;0;21;1;0;632;3;katu;1;pääkaista
42630;0;11;1;0;347;3;katu;1;pääkaista
42630;0;21;1;0;347;3;katu;1;pääkaista
